ID,Name,Equipment,BodyPart,Target,Synergist,URL,Img
0049,Barbell Incline Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Minor , Tibialis Anterior, Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/67-barbell-incline-row.html,https://www.gymvisual.com/176-large_default/barbell-incline-row.jpg
0050,Barbell Incline Shoulder Raise,Barbell,Chest,Serratus Anterior,Pectoralis Major Clavicular Head,https://www.gymvisual.com/illustrations/68-barbell-incline-shoulder-raise.html,https://www.gymvisual.com/179-large_default/barbell-incline-shoulder-raise.jpg
0051,Barbell Jefferson Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/69-barbell-jefferson-squat.html,https://www.gymvisual.com/14728-large_default/barbell-jefferson-squat.jpg
0052,Barbell JM Bench Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/70-barbell-jm-bench-press.html,https://www.gymvisual.com/185-large_default/barbell-jm-bench-press.jpg
0053,Barbell Jump Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",https://www.gymvisual.com/illustrations/71-barbell-jump-squat.html,https://www.gymvisual.com/188-large_default/barbell-jump-squat.jpg
0054,Barbell Lunge,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/72-barbell-lunge.html,https://www.gymvisual.com/190-large_default/barbell-lunge.jpg
0055,Barbell Lying Close-grip Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/73-barbell-lying-close-grip-press.html,https://www.gymvisual.com/193-large_default/barbell-lying-close-grip-press.jpg
0056,Barbell Lying Close-grip Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/74-barbell-lying-close-grip-triceps-extension.html,https://www.gymvisual.com/196-large_default/barbell-lying-close-grip-triceps-extension.jpg
0057,Barbell Lying extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/75-barbell-lying-extension.html,https://www.gymvisual.com/2940-large_default/barbell-lying-extension.jpg
0058,Barbell Lying Lifting (on hip),Barbell,Hips,Gluteus Maximus,"Gastrocnemius, Sartorius, Soleus",https://www.gymvisual.com/illustrations/76-barbell-lying-lifting-on-hip.html,https://www.gymvisual.com/202-large_default/barbell-lying-lifting-on-hip.jpg
0059,Barbell Lying Preacher Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/77-barbell-lying-preacher-curl.html,https://www.gymvisual.com/205-large_default/barbell-lying-preacher-curl.jpg
0060,Barbell Lying Triceps Extension Skull Crusher,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/78-barbell-lying-triceps-extension-skull-crusher.html,https://www.gymvisual.com/208-large_default/barbell-lying-triceps-extension-skull-crusher.jpg
0061,Barbell Lying Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/79-barbell-lying-triceps-extension.html,https://www.gymvisual.com/211-large_default/barbell-lying-triceps-extension.jpg
0062,Barbell Narrow Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/81-barbell-narrow-row.html,https://www.gymvisual.com/214-large_default/barbell-narrow-row.jpg
0063,Barbell Narrow Stance Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/82-barbell-narrow-stance-squat.html,https://www.gymvisual.com/217-large_default/barbell-narrow-stance-squat.jpg
0064,Barbell One Arm Bent over Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/83-barbell-one-arm-bent-over-row.html,https://www.gymvisual.com/220-large_default/barbell-one-arm-bent-over-row.jpg
0065,Barbell One Arm Floor Press,Barbell,Upper Arms,Triceps Brachii,Deltoid Posterior,https://www.gymvisual.com/illustrations/84-barbell-one-arm-floor-press.html,https://www.gymvisual.com/223-large_default/barbell-one-arm-floor-press.jpg
0066,Barbell One Arm Side Deadlift,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/85-barbell-one-arm-side-deadlift.html,https://www.gymvisual.com/226-large_default/barbell-one-arm-side-deadlift.jpg
0067,Barbell One Arm Snatch,Barbell,Shoulders,,,https://www.gymvisual.com/illustrations/86-barbell-one-arm-snatch.html,https://www.gymvisual.com/229-large_default/barbell-one-arm-snatch.jpg
0068,Barbell One Leg Squat,Barbell,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",https://www.gymvisual.com/illustrations/87-barbell-one-leg-squat.html,https://www.gymvisual.com/231-large_default/barbell-one-leg-squat.jpg
0069,Barbell Overhead Squat,Barbell,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",https://www.gymvisual.com/illustrations/88-barbell-overhead-squat.html,https://www.gymvisual.com/234-large_default/barbell-overhead-squat.jpg
0070,Barbell Preacher Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/89-barbell-preacher-curl.html,https://www.gymvisual.com/15632-large_default/barbell-preacher-curl.jpg
0071,Barbell Press Sit-Up,Barbell,Waist,"Deltoid Anterior, Iliopsoas, Pectoralis Major Clavicular Head, Rectus Abdominis","Deltoid Lateral, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae, Triceps Brachii",https://www.gymvisual.com/illustrations/90-barbell-press-sit-up.html,https://www.gymvisual.com/240-large_default/barbell-press-sit-up.jpg
0072,Barbell Prone Incline Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/91-barbell-prone-incline-curl.html,https://www.gymvisual.com/243-large_default/barbell-prone-incline-curl.jpg
0073,Barbell Pullover,Barbell,Back,Latissimus Dorsi,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/92-barbell-pullover.html,https://www.gymvisual.com/246-large_default/barbell-pullover.jpg
0074,Barbell Rack Pull,Barbell,Hips,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",https://www.gymvisual.com/illustrations/93-barbell-rack-pull.html,https://www.gymvisual.com/13132-large_default/barbell-rack-pull.jpg
0075,Barbell Rear Delt Raise,Barbell,Shoulders,Deltoid Posterior ,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Lateral, Levator Scapulae, Trapezius Upper Fibers, Wrist Flexors",https://www.gymvisual.com/illustrations/94-barbell-rear-delt-raise.html,https://www.gymvisual.com/252-large_default/barbell-rear-delt-raise.jpg
0076,Barbell Rear Delt Row,Barbell,Shoulders,Deltoid Posterior ,"Brachialis, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/95-barbell-rear-delt-row.html,https://www.gymvisual.com/255-large_default/barbell-rear-delt-row.jpg
0077,Barbell Rear Lunge (version 2),Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/96-barbell-rear-lunge-version-2.html,https://www.gymvisual.com/258-large_default/barbell-rear-lunge-version-2.jpg
0078,Barbell Rear Lunge,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/97-barbell-rear-lunge.html,https://www.gymvisual.com/261-large_default/barbell-rear-lunge.jpg
0079,Barbell Revers Wrist Curl (version 2),Barbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/98-barbell-revers-wrist-curl-version-2.html,https://www.gymvisual.com/264-large_default/barbell-revers-wrist-curl-version-2.jpg
0080,Barbell Reverse Curl,Barbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/99-barbell-reverse-curl.html,https://www.gymvisual.com/267-large_default/barbell-reverse-curl.jpg
0081,Barbell Reverse Preacher Curl,Barbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/100-barbell-reverse-preacher-curl.html,https://www.gymvisual.com/270-large_default/barbell-reverse-preacher-curl.jpg
0082,Barbell Reverse Wrist Curl,Barbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/101-barbell-reverse-wrist-curl.html,https://www.gymvisual.com/273-large_default/barbell-reverse-wrist-curl.jpg
0083,Barbell Rollout from Bench,Barbell,Waist,"Iliopsoas, Rectus Abdominis","Deltoid Posterior, Latissimus Dorsi, Pectoralis Major Sternal Head, Tensor Fasciae Latae, Teres Major",https://www.gymvisual.com/illustrations/102-barbell-rollout-from-bench.html,https://www.gymvisual.com/276-large_default/barbell-rollout-from-bench.jpg
0084,Barbell Rollout,Barbell,Hips,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Pectineous, Pectoralis Major Sternal Head, Sartorius, Tensor Fasciae Latae, Teres Major",https://www.gymvisual.com/illustrations/103-barbell-rollout.html,https://www.gymvisual.com/279-large_default/barbell-rollout.jpg
0085,Barbell Romanian Deadlift,Barbell,Hips,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",https://www.gymvisual.com/illustrations/104-barbell-romanian-deadlift.html,https://www.gymvisual.com/2574-large_default/barbell-romanian-deadlift.jpg
0086,Barbell Seated Behind Head Military Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/105-barbell-seated-behind-head-military-press.html,https://www.gymvisual.com/285-large_default/barbell-seated-behind-head-military-press.jpg
0087,Barbell Seated Bradford Rocky Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/106-barbell-seated-bradford-rocky-press.html,https://www.gymvisual.com/288-large_default/barbell-seated-bradford-rocky-press.jpg
0088,Barbell Seated Calf Raise,Barbell,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/108-barbell-seated-calf-raise.html,https://www.gymvisual.com/290-large_default/barbell-seated-calf-raise.jpg
0089,Barbell Seated Close-grip Concentration Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/109-barbell-seated-close-grip-concentration-curl.html,https://www.gymvisual.com/7158-large_default/barbell-seated-close-grip-concentration-curl.jpg
0090,Barbell Seated Good morning,Barbell,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/110-barbell-seated-good-morning.html,https://www.gymvisual.com/296-large_default/barbell-seated-good-morning.jpg
0091,Barbell Seated Overhead Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/111-barbell-seated-overhead-press.html,https://www.gymvisual.com/299-large_default/barbell-seated-overhead-press.jpg
0092,Barbell Seated Overhead Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/112-barbell-seated-overhead-triceps-extension.html,https://www.gymvisual.com/302-large_default/barbell-seated-overhead-triceps-extension.jpg
0093,Barbell Seated Twist (on stability ball),Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/113-barbell-seated-twist-on-stability-ball.html,https://www.gymvisual.com/305-large_default/barbell-seated-twist-on-stability-ball.jpg
0094,Barbell Seated Twist,Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/114-barbell-seated-twist.html,https://www.gymvisual.com/308-large_default/barbell-seated-twist.jpg
0095,Barbell Shrug,Barbell,Back,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/115-barbell-shrug.html,https://www.gymvisual.com/311-large_default/barbell-shrug.jpg
0096,Barbell Side Bent (version 2),Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/116-barbell-side-bent-version-2.html,https://www.gymvisual.com/314-large_default/barbell-side-bent-version-2.jpg
0097,Barbell Side Split Squat (version 2),Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/117-barbell-side-split-squat-version-2.html,https://www.gymvisual.com/317-large_default/barbell-side-split-squat-version-2.jpg
0098,Barbell Side Split Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Longus, Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/118-barbell-side-split-squat.html,https://www.gymvisual.com/320-large_default/barbell-side-split-squat.jpg
0099,Barbell Single Leg Split Squat,Barbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/119-barbell-single-leg-split-squat.html,https://www.gymvisual.com/323-large_default/barbell-single-leg-split-squat.jpg
0100,Barbell Skier,Barbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Teres Major",https://www.gymvisual.com/illustrations/120-barbell-skier.html,https://www.gymvisual.com/326-large_default/barbell-skier.jpg
0101,Barbell Speed Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/121-barbell-speed-squat.html,https://www.gymvisual.com/329-large_default/barbell-speed-squat.jpg
0102,Barbell Squat (on knees),Barbell,Thighs,Quadriceps,"Adductor Magnus, Hamstrings",https://www.gymvisual.com/illustrations/122-barbell-squat-on-knees.html,https://www.gymvisual.com/332-large_default/barbell-squat-on-knees.jpg
0103,Barbell Standing AB rollout,Barbell,Waist,"Iliopsoas, Rectus Abdominis","Deltoid Posterior, Levator Scapulae, Teres Major",https://www.gymvisual.com/illustrations/123-barbell-standing-ab-rollout.html,https://www.gymvisual.com/335-large_default/barbell-standing-ab-rollout.jpg
